PUFC05_AGE,PUFC06_MSTAT,PUFC04_SEX,PUFC07_GRADE,PUFC08_CURSCH,PUFC38_PREVJOB,PUFC31_FLWRK,PUFC30_LOOKW,PUFC34_WYNOT
19,1,1,700,2,-1,-1,-1,-1
24,2,2,700,2,-1,-1,-1,-1
24,2,2,700,2,-1,-1,-1,-1
32,1,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
13,1,2,700,2,-1,-1,-1,-1
19,1,2,700,1,2,-1,2,8
23,2,1,700,2,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
20,4,2,700,2,1,-1,2,7
61,3,2,700,-1,1,-1,2,6
47,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
61,3,1,700,-1,-1,-1,-1,-1
36,2,2,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
21,2,2,700,1,2,-1,2,8
9,1,1,700,1,-1,-1,-1,-1
61,2,1,700,-1,-1,-1,-1,-1
18,1,2,700,2,1,-1,2,9
18,1,2,700,1,2,-1,2,8
45,2,2,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
41,2,2,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
25,1,2,700,-1,1,2,1,-1
37,2,2,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
41,2,1,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
45,2,1,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
79,2,1,700,-1,1,-1,2,6
52,1,1,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
31,1,2,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
56,2,1,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,9
20,1,2,700,2,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
69,2,2,700,-1,1,-1,2,6
78,2,2,700,-1,1,-1,2,6
41,2,2,700,-1,-1,-1,-1,-1
74,3,2,700,-1,1,-1,2,6
69,2,2,700,-1,1,-1,2,6
13,1,2,700,1,-1,-1,-1,-1
59,2,2,700,-1,-1,-1,-1,-1
20,2,1,700,2,-1,-1,-1,-1
62,3,1,700,-1,1,-1,2,6
54,2,1,700,-1,-1,-1,-1,-1
60,2,1,700,-1,1,-1,2,6
63,4,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
45,2,1,700,-1,-1,-1,-1,-1
15,1,2,700,2,2,-1,2,8
24,2,2,700,2,1,-1,2,7
19,2,2,700,1,2,-1,2,7
35,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,-1,-1,-1,-1
65,2,2,700,-1,1,-1,2,6
45,2,2,700,-1,2,-1,2,7
5,1,2,700,2,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,6
44,4,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
19,1,1,700,2,2,-1,2,8
71,3,2,700,-1,-1,-1,-1,-1
61,3,2,700,-1,1,-1,2,6
20,1,2,700,1,2,-1,2,8
63,2,1,700,-1,-1,-1,-1,-1
19,1,1,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
22,1,2,700,2,2,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
19,1,2,700,1,2,-1,2,8
5,1,2,700,2,-1,-1,-1,-1
37,1,2,700,-1,1,-1,2,7
22,1,1,700,1,2,-1,2,8
28,2,2,700,-1,-1,-1,-1,-1
30,2,2,700,-1,1,-1,2,7
17,1,1,700,1,2,-1,2,8
19,1,2,700,1,2,-1,2,8
20,1,1,700,2,-1,-1,-1,-1
38,1,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
60,2,2,700,-1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
28,2,2,700,-1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
21,1,1,700,2,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
23,1,2,700,1,-1,-1,-1,-1
57,3,2,700,-1,1,-1,2,1
64,2,1,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
63,2,2,700,-1,1,-1,2,7
30,2,1,700,-1,-1,-1,-1,-1
18,1,1,700,2,2,-1,2,9
66,2,2,700,-1,1,-1,2,6
21,1,1,700,2,1,-1,2,2
19,1,2,700,1,2,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
49,2,2,700,-1,1,-1,2,7
28,1,2,700,-1,1,-1,2,7
53,2,2,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
57,2,1,700,-1,-1,-1,-1,-1
51,2,2,700,-1,1,-1,2,7
15,1,2,700,1,2,-1,2,8
12,1,2,700,1,-1,-1,-1,-1
56,2,2,700,-1,1,-1,2,7
8,1,2,700,1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
18,1,2,700,1,2,-1,2,8
27,2,1,700,-1,-1,-1,-1,-1
58,3,2,700,-1,1,-1,2,7
5,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
26,2,1,700,-1,-1,-1,-1,-1
82,3,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
17,1,2,700,1,1,-1,2,8
16,1,1,700,1,2,-1,2,8
8,1,2,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
16,1,1,700,2,2,-1,2,7
52,2,1,700,-1,-1,-1,-1,-1
34,2,2,700,-1,2,-1,2,7
23,2,2,700,2,2,-1,2,7
12,1,2,700,1,-1,-1,-1,-1
43,4,1,700,-1,-1,-1,-1,-1
70,3,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
16,1,2,700,2,2,-1,2,6
28,2,2,700,-1,-1,-1,-1,-1
18,1,1,700,2,2,-1,2,7
16,1,2,700,1,2,-1,2,8
22,2,2,700,2,2,-1,2,7
17,1,2,700,1,2,-1,2,7
20,2,1,700,2,-1,-1,-1,-1
25,1,2,700,-1,2,-1,2,7
72,1,1,700,-1,1,-1,2,7
6,1,1,700,2,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
38,2,2,700,-1,1,-1,2,7
42,2,2,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
40,1,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
66,3,2,700,-1,1,-1,2,7
20,1,1,700,2,-1,-1,-1,-1
69,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,2,2,-1,2,9
21,1,2,700,1,2,-1,2,8
39,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
29,1,1,700,-1,1,-1,2,7
19,1,2,700,1,2,-1,2,8
34,2,2,700,-1,1,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
17,1,2,700,2,2,-1,2,7
6,1,1,700,1,-1,-1,-1,-1
62,1,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
61,2,2,700,-1,1,-1,2,7
61,2,1,700,-1,-1,-1,-1,-1
27,2,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
62,2,2,700,-1,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
46,2,1,700,-1,-1,-1,-1,-1
56,2,1,700,-1,-1,-1,-1,-1
20,2,2,700,2,2,-1,2,7
5,1,1,700,2,-1,-1,-1,-1
28,4,2,700,-1,1,-1,2,7
71,2,1,700,-1,1,-1,2,6
6,1,1,700,1,-1,-1,-1,-1
52,3,2,700,-1,-1,-1,-1,-1
67,2,1,700,-1,-1,-1,-1,-1
19,1,2,700,2,-1,-1,-1,-1
53,2,1,700,-1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
19,1,2,700,1,2,-1,2,8
52,2,1,700,-1,1,-1,2,6
72,2,2,700,-1,-1,-1,-1,-1
20,1,1,700,1,2,-1,2,8
16,1,1,700,1,2,-1,2,8
27,2,2,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
34,1,1,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
8,1,1,700,1,-1,-1,-1,-1
69,2,2,700,-1,1,-1,2,7
18,1,2,700,2,1,-1,2,7
31,1,2,700,-1,2,-1,2,6
34,4,2,700,-1,2,-1,2,7
8,1,2,700,1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,9
51,2,1,700,-1,-1,-1,-1,-1
40,2,2,700,-1,-1,-1,-1,-1
58,2,2,700,-1,-1,-1,-1,-1
25,2,2,700,-1,2,-1,2,7
33,2,1,700,-1,-1,-1,-1,-1
7,1,2,700,2,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
37,2,2,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
40,2,2,700,-1,2,-1,2,7
18,1,2,700,1,2,-1,2,8
8,1,2,700,1,-1,-1,-1,-1
34,2,2,700,-1,1,-1,2,7
47,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,1,2,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
36,1,1,700,-1,1,2,1,-1
48,2,2,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
65,2,2,700,-1,-1,-1,-1,-1
19,1,1,700,2,1,-1,2,1
11,1,2,700,1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
49,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
31,2,1,700,-1,1,2,1,-1
61,2,2,700,-1,1,-1,2,7
17,1,2,700,1,2,-1,2,8
40,2,2,700,-1,2,-1,2,3
19,2,2,700,2,1,-1,2,7
15,1,2,700,1,2,-1,2,8
74,2,2,700,-1,-1,-1,-1,-1
18,1,2,700,2,-1,-1,-1,-1
25,2,1,700,-1,1,-1,2,2
43,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
34,2,2,700,-1,1,-1,2,7
19,1,1,700,2,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
22,1,1,700,2,1,-1,2,2
44,2,1,700,-1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
25,6,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
70,2,1,700,-1,1,-1,2,6
11,1,1,700,2,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
29,2,1,700,-1,-1,-1,-1,-1
82,3,2,700,-1,1,-1,2,6
17,1,2,700,1,2,-1,2,8
20,1,2,700,1,2,-1,2,8
21,2,1,700,2,-1,-1,-1,-1
47,2,2,700,-1,-1,-1,-1,-1
36,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
35,1,2,700,-1,-1,-1,-1,-1
43,4,1,700,-1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
23,2,2,700,2,-1,-1,-1,-1
34,1,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
29,2,2,700,-1,1,-1,2,7
84,2,1,700,-1,-1,-1,-1,-1
17,2,2,700,2,2,-1,2,7
12,1,2,700,1,-1,-1,-1,-1
31,2,2,700,-1,1,-1,2,7
55,2,2,700,-1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
16,1,2,700,1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
35,1,1,700,-1,-1,-1,-1,-1
86,2,1,700,-1,1,-1,2,6
39,2,2,700,-1,-1,-1,-1,-1
34,1,2,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
65,2,1,700,-1,-1,-1,-1,-1
33,2,2,700,-1,1,-1,2,7
53,2,2,700,-1,2,-1,2,7
52,2,2,700,-1,1,-1,2,7
11,1,1,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
12,1,1,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
16,1,1,700,1,-1,-1,-1,-1
64,2,1,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
65,2,1,700,-1,1,-1,2,6
20,1,1,700,2,2,-1,2,5
22,1,1,700,1,1,2,1,-1
39,2,2,700,-1,1,-1,2,7
32,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,2,-1,-1,-1,-1
79,3,2,700,-1,2,-1,2,6
50,2,2,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
13,1,2,700,1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
54,2,2,700,-1,-1,-1,-1,-1
30,1,1,700,-1,1,2,1,-1
58,2,2,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
21,2,2,700,2,1,2,1,-1
15,1,2,700,1,2,-1,2,8
7,1,2,700,1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
60,2,1,700,-1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
18,5,2,700,1,-1,-1,-1,-1
47,2,2,700,-1,1,-1,2,7
29,1,2,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
56,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
19,2,2,700,2,1,-1,2,7
20,1,2,700,1,-1,-1,-1,-1
34,2,2,700,-1,2,-1,2,7
23,1,1,700,2,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
16,1,1,700,2,2,-1,2,7
73,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
64,3,2,700,-1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
57,3,2,700,-1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
50,2,2,700,-1,1,-1,2,7
45,2,2,700,-1,-1,-1,-1,-1
73,3,2,700,-1,-1,-1,-1,-1
64,2,2,700,-1,1,-1,2,6
68,2,1,700,-1,-1,-1,-1,-1
47,2,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
21,2,2,700,2,1,-1,2,7
14,1,1,700,1,-1,-1,-1,-1
52,1,2,700,-1,-1,-1,-1,-1
22,2,1,700,2,-1,-1,-1,-1
39,1,2,700,-1,-1,-1,-1,-1
63,2,1,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
67,2,2,700,-1,-1,-1,-1,-1
38,2,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
24,2,2,700,1,1,-1,2,7
22,1,1,700,2,-1,-1,-1,-1
50,1,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
26,1,1,700,-1,2,-1,2,7
65,2,1,700,-1,-1,-1,-1,-1
73,2,1,700,-1,1,-1,2,6
13,1,1,700,1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
57,3,2,700,-1,2,-1,2,7
22,2,2,700,2,2,-1,2,7
48,2,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
64,2,1,700,-1,-1,-1,-1,-1
51,2,2,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
53,2,2,700,-1,1,-1,2,7
11,1,2,700,1,-1,-1,-1,-1
27,1,1,700,-1,2,-1,2,1
74,3,1,700,-1,1,-1,2,6
45,2,2,700,-1,2,-1,2,7
38,2,2,700,-1,1,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
18,1,1,700,2,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
32,2,2,700,-1,2,-1,2,6
16,1,2,700,1,2,-1,2,8
54,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
30,1,2,700,-1,1,-1,2,9
21,2,1,700,1,1,-1,2,8
40,2,1,700,-1,-1,-1,-1,-1
68,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
21,2,2,700,2,2,-1,2,7
15,1,1,700,1,2,-1,2,8
45,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
46,1,2,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
30,1,2,700,-1,1,2,1,-1
6,1,1,700,1,-1,-1,-1,-1
41,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
21,1,1,700,2,1,-1,2,5
32,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,2,-1,-1,-1,-1
36,2,2,700,-1,1,-1,2,7
15,1,1,700,1,2,-1,2,8
36,2,2,700,-1,1,-1,2,7
47,2,1,700,-1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
19,2,2,700,1,2,-1,2,7
21,2,2,700,2,2,-1,2,7
35,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
61,3,2,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
20,2,1,700,2,-1,-1,-1,-1
82,3,2,700,-1,1,-1,2,6
18,1,2,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
47,2,2,700,-1,2,-1,2,7
57,1,1,700,-1,-1,-1,-1,-1
61,2,1,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
36,2,1,700,-1,-1,-1,-1,-1
43,2,1,700,-1,-1,-1,-1,-1
24,1,1,700,2,1,2,1,-1
26,2,1,700,-1,-1,-1,-1,-1
51,4,2,700,-1,-1,-1,-1,-1
47,3,2,700,-1,1,2,1,-1
22,1,2,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
46,4,2,700,-1,-1,-1,-1,-1
69,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
47,2,2,700,-1,-1,-1,-1,-1
85,2,2,700,-1,2,-1,2,6
15,1,1,700,1,2,-1,2,8
19,1,1,700,1,2,-1,2,8
13,1,1,700,1,-1,-1,-1,-1
40,2,2,700,-1,2,-1,2,7
10,1,1,700,1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
19,1,2,700,1,1,-1,2,8
52,2,1,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
69,2,2,700,-1,-1,-1,-1,-1
65,2,2,700,-1,1,-1,2,7
18,2,2,700,2,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
7,1,2,700,1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
73,3,2,700,-1,2,-1,2,7
49,2,1,700,-1,-1,-1,-1,-1
42,2,2,700,-1,-1,-1,-1,-1
75,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,-1,-1,-1,-1
64,3,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
48,2,2,700,-1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
36,2,2,700,-1,-1,-1,-1,-1
25,2,2,700,-1,1,-1,2,7
22,1,2,700,2,-1,-1,-1,-1
48,4,2,700,-1,2,-1,2,7
36,2,1,700,-1,-1,-1,-1,-1
17,1,2,700,2,2,-1,2,6
56,2,2,700,-1,-1,-1,-1,-1
66,2,2,700,-1,1,-1,2,7
14,1,2,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
30,2,2,700,-1,1,-1,2,5
11,1,2,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
24,1,1,700,2,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
21,2,2,700,2,1,-1,2,7
42,2,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
75,3,2,700,-1,1,-1,2,6
16,1,1,700,1,-1,-1,-1,-1
15,1,1,700,1,1,-1,2,6
15,1,1,700,1,2,-1,2,8
29,2,2,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
75,3,2,700,-1,1,-1,2,6
70,2,1,700,-1,1,-1,2,6
16,1,2,700,1,2,-1,2,8
29,1,2,700,-1,-1,-1,-1,-1
52,2,2,700,-1,1,-1,2,7
28,1,1,700,-1,-1,-1,-1,-1
40,1,1,700,-1,-1,-1,-1,-1
43,2,1,700,-1,-1,-1,-1,-1
37,2,2,700,-1,-1,-1,-1,-1
24,1,1,700,2,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
40,2,2,700,-1,1,-1,2,7
31,2,2,700,-1,-1,-1,-1,-1
18,2,2,700,2,2,-1,2,7
30,2,1,700,-1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
49,2,2,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
20,2,2,700,2,1,-1,2,7
61,2,2,700,-1,1,-1,2,6
33,2,2,700,-1,-1,-1,-1,-1
25,1,2,700,-1,-1,-1,-1,-1
50,2,2,700,-1,1,-1,2,3
22,2,1,700,2,-1,-1,-1,-1
32,2,2,700,-1,1,-1,2,7
62,2,2,700,-1,2,-1,2,7
9,1,2,700,1,-1,-1,-1,-1
15,1,2,700,1,-1,-1,-1,-1
44,1,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
20,1,2,700,2,1,2,1,-1
16,1,1,700,1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
44,4,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
23,1,2,700,2,2,-1,2,7
12,1,1,700,2,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
52,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
61,2,2,700,-1,-1,-1,-1,-1
15,1,2,700,1,1,-1,2,7
5,1,1,700,1,-1,-1,-1,-1
24,1,1,700,2,1,2,1,-1
49,2,2,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
39,2,1,700,-1,-1,-1,-1,-1
46,2,2,700,-1,1,-1,2,7
5,1,2,700,2,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
